OBJECTID,ASSET_NAME,SITE_NAME,CHILD_OF,ADDRESS,TYPE,USE_,DESCRIPTION,SQ_FEET,ACREAGE,ZIPCODE,ALLIAS,CHRONOLOGY,NOTES,DATE_EDITED,EDITED_BY,OCCUPANT,TENANT,LABEL
371,Atwater Kent Museum,Atwater Kent Museum,Atwater Kent Museum,13-17 S 07TH ST,Land,Museum, ,19126.09477019,0.43907648,19106, , , ,12Nov2013,Vanessa Miller,PPR,,Atwater Kent Museum
372,Lloyd Hall,East Fairmount Park,East Fairmount Park,1 JOHN B KELLY DR,Land,Recreation Center,Regional\Watershed,18731.26498089,0.43001239,19130, ,1844, ,12Nov2013,Vanessa Miller,Lessee/Tenants,"Cosmic Catering, Inc., FP Staff",Lloyd Hall
373,Wilmot Park Playground,Wilmot Park Playground,Wilmot Park Playground,1801 MEADOW ST,Land,Recreation Site, ,18449.76106443,0.42354993,19124, , , ,12Nov2013,Vanessa Miller,PPR,,Wilmot Park 
374,Ross Park,Ross Park,Ross Park,1000 W GLENWOOD AVE,Land,Park- Mini, ,18191.13158616,0.41761259,19133, , , ,12Nov2013,Vanessa Miller,PPR,,Ross Park
375,Weinberg Park,Weinberg Park,Weinberg Park,2201-09 S 06TH ST,Land,Park- Mini, ,18142.38243981,0.41649346,19148, , , ,12Nov2013,Vanessa Miller,PPR,,Weinberg Park
376,Reed Playground,Reed Playground,Reed Playground,213 W ONTARIO ST,Land,Recreation Site, ,17930.67520997,0.41163331,19140, , , ,12Nov2013,Vanessa Miller,PPR,,Reed 
377,Wissahickon Neighbors Playground,Wissahickon Neighbors Playground,Wissahickon Neighbors Playground,3901 TERRACE ST,Land,Recreation Site, ,17645.89311679,0.40509559,19128, , , ,12Nov2013,Vanessa Miller,PPR,,Wissahickon Neighbors 
378,Louis Kahn Park,Louis Kahn Park,Louis Kahn Park,328-38 S 11TH ST,Land,Park- Mini, ,17558.03238785,0.40307857,19107, , , ,12Nov2013,Vanessa Miller,PPR,,Louis Kahn Park
379,Benson Park,Benson Park,Benson Park,1440R-44 N 04TH ST,Land,Park- Mini, ,17467.39247289,0.40099776,19122, , , ,12Nov2013,Vanessa Miller,PPR,,Benson Park
380,Christ Church Park,Christ Church Park,Christ Church Park,201-17 MARKET ST,Land,Park- Mini, ,5702.93173314,0.13092182,19106, ,1928, ,12Nov2013,Vanessa Miller,Lessee/Tenants,"Rector, Vestry and Church Wardens of Christ Church",Christ Church Park
381,Schmidt Playground,Schmidt Playground,Schmidt Playground,113-23 W ONTARIO ST,Land,Recreation Site, ,16287.73756956,0.3739165,19140, , , ,12Nov2013,Vanessa Miller,PPR,,Schmidt 
382,O'Connor Pool,O'Connor Pool,O'Connor Pool,2601-13 SOUTH ST,Land,Pool, ,15998.42817884,0.36727484,19146, , , ,12Nov2013,Vanessa Miller,PPR,,O'Connor Pool
383,Delancey Park,Delancey Park,Delancey Park,311-19 DELANCEY ST,Land,Park- Mini, ,15458.76155682,0.35488575,19106, , , ,12Nov2013,Vanessa Miller,PPR,,Delancey Park
384,Bainbridge Green,Bainbridge Green,Bainbridge Green,300-400 BAINBRIDGE ST,Land,Park- Mini, ,15176.17621192,0.34839846,19147, ,???, ,12Nov2013,Vanessa Miller,PPR,,Bainbridge Green
385,Market Square,Market Square,Market Square,5501 GERMANTOWN AVE,Land,Park- Square\Plaza, ,15130.69595707,0.34735437,19144, , , ,12Nov2013,Vanessa Miller,PPR,,Market Square
386,Barnes & Loney Park,Barnes & Loney Park,Barnes & Loney Park,7966 OXFORD AVE,Land,Park- Square\Plaza, ,14209.13226345,0.3261981,19111, , , ,12Nov2013,Vanessa Miller,PPR,,Barnes & Loney Park
387,Hedge Street Park,Hedge Street Park,Hedge Street Park,4610 HEDGE ST,Land,Park- Mini, ,18524.16680762,0.42525806,19124,Plum, ,"Property up mid st, 3 parcels added in 2013",12Nov2013,Vanessa Miller,PPR,,Hedge Street Park
388,Etting Square,Etting Square,Etting Square,3255 N MARSTON ST,Land,Park- Square\Plaza, ,13454.12904584,0.30886554,19129, , , ,12Nov2013,Vanessa Miller,PPR,,Etting Square
389,Lederer Pool,Lederer Pool,Lederer Pool,1219-25 E MONTGOMERY AVE,Land,Pool, ,12931.70348909,0.29687225,19125, , , ,12Nov2013,Vanessa Miller,PPR,,Lederer Pool
390,Strawberry Mansion Playground,Strawberry Mansion Playground,East Fairmount Park,3369 RIDGE AVE,Land,Recreation Site, ,12795.82307336,0.29375285,19132, , , ,12Nov2013,Vanessa Miller,PPR,,Strawberry Mansion 
391,Southern Grounds HQs,Southern Grounds HQs,Southern Grounds HQs,5331-41 HAVERFORD AVE,Land,Multi-Use Bldg, ,12484.93175228,0.28661574,19139, , , ,12Nov2013,Vanessa Miller,PPR,,Southern Grounds Headquarters
392,Julian Abele Park,Julian Abele Park,Julian Abele Park,923 S 22ND ST,Land,Park- Mini, ,12379.50685275,0.28419551,19146, , , ,12Nov2013,Vanessa Miller,PPR,,Julian Abele Park
393,Ralph Brooks Park,Ralph Brooks Park,Ralph Brooks Park,1601-13 S 20TH ST,Land,Park- Mini, ,12240.01914361,0.2809933,19145, , , ,12Nov2013,Vanessa Miller,PPR,,Ralph Brooks Park
394,Gilbert Stuart Park,Gilbert Stuart Park,Gilbert Stuart Park,5132 GERMANTOWN AVE,Land,Park- Mini, ,11941.72237893,0.27414532,19144, , , ,12Nov2013,Vanessa Miller,PPR,,Gilbert Stuart Park
395,Nicetown Park,Nicetown Park,Nicetown Park,4369-71 GERMANTOWN AVE,Land,Park- Mini, ,10822.37968041,0.24844864,19140, , , ,12Nov2013,Vanessa Miller,PPR,,Nicetown Park
396,West Oak Lane Senior Center,West Oak Lane Senior Center,West Oak Lane Senior Center,7210 OGONTZ AVE,Land,Older Adult Center, ,10816.1051277,0.2483046,19138, , , ,12Nov2013,Vanessa Miller,PPR,,West Oak Lane Senior Center
397,Mummers Museum,Mummers Museum,Mummers Museum,200-10 WASHINGTON AVE,Land,Museum, ,10802.00268142,0.24798085,19147, , , ,12Nov2013,Vanessa Miller,PPR,,Mummers Museum
398,Diamond Park,Diamond Park,Diamond Park,1736-44 DIAMOND ST,Land,Park- Mini, ,10786.5408856,0.2476259,19121, , , ,12Nov2013,Vanessa Miller,PPR,,Diamond Park
399,Wolf Park,Wolf Park,Wolf Park,7018 MC CALLUM ST,Land,Park- Mini, ,10354.14618527,0.23769944,19119, , , ,12Nov2013,Vanessa Miller,PPR,,Wolf Park
400,Betsy Ross House,Betsy Ross House,Betsy Ross House,239 ARCH ST,Land,Historic House, ,10288.35617879,0.2361891,19106, , , ,12Nov2013,Vanessa Miller,PPR,,Betsy Ross House
401,Bardascino Park,Bardascino Park,Bardascino Park,1000 S 10TH ST,Land,Park- Mini, ,10171.97925126,0.23351745,19147, , , ,12Nov2013,Vanessa Miller,PPR,,Bardascino Park
402,Donnelly Park,Donnelly Park,Donnelly Park,230-34 DICKINSON ST,Land,Park- Mini, ,10151.42281451,0.23304553,19147, , , ,12Nov2013,Vanessa Miller,PPR,,Donnelly Park
403,3rd & Norris Playground,3rd & Norris Playground,3rd & Norris Playground,253-73 W NORRIS ST,Land,Recreation Site, ,10141.17649142,0.23281031,19122, , , ,12Nov2013,Vanessa Miller,PPR,,3rd & Norris 
404,Hart Playground,Hart Playground,Hart Playground,1315-21 N 04TH ST,Land,Recreation Site, ,9879.08938374,0.22679359,19122, , , ,12Nov2013,Vanessa Miller,PPR,,Hart 
405,Montgomery & Croskey Playground,Montgomery & Croskey Playground,Montgomery & Croskey Playground,2225-37 W MONTGOMERY AVE,Land,Recreation Site, ,8937.64420849,0.2051809,19121, , , ,12Nov2013,Vanessa Miller,Lessee/Tenants,"Acelero, Inc.",Montgomery & Croskey 
406,Palumbo Park,Palumbo Park,Palumbo Park,723 CATHARINE ST,Land,Park- Mini, ,8866.15920697,0.20353982,19147, , , ,12Nov2013,Vanessa Miller,PPR,,Palumbo Park
407,Hamilton Park,Hamilton Park,Hamilton Park,547 RISING SUN AVE,Land,Park- Mini, ,7768.04079767,0.17833039,19140, , , ,12Nov2013,Vanessa Miller,PPR,,Hamilton Park
408,Buckley Park,Buckley Park,Buckley Park,8199 GERMANTOWN AVE,Land,Park- Mini, ,7539.67699472,0.17308786,19118, , , ,12Nov2013,Vanessa Miller,PPR,,Buckley Park
409,John C. Anderson Cultural Center,John C. Anderson Cultural Center,John C. Anderson Cultural Center,5323 OVERBROOK AVE,Land,Other, ,6840.10375213,0.1570278,19131, , , ,12Nov2013,Vanessa Miller,PPR,,Anderson 
410,Mantua Community Garden,Mantua Community Garden,Mantua Community Garden,520 N 34TH ST,Land,Other, ,6697.37366752,0.15375116,19104, , , ,12Nov2013,Vanessa Miller,PPR,,Mantua Community Garden
411,Newhall Park,Newhall Park,Newhall Park,5322 NEWHALL ST,Land,Park- Mini, ,6088.51196559,0.13977356,19144, , , ,12Nov2013,Vanessa Miller,PPR,,Newhall Park
412,Madison War Memorial,Madison War Memorial,Madison War Memorial,563-65 N 02ND ST,Land,Park- Mini, ,5867.13380081,0.1346914,19123, , , ,12Nov2013,Vanessa Miller,PPR,,Madison War Memorial
413,22nd & Ontario Playground,22nd & Ontario Playground,22nd & Ontario Playground,3400-02 N 22ND ST,Land,Recreation Site, ,4562.61945551,0.10474375,19140, , , ,12Nov2013,Vanessa Miller,PPR,,22nd & Ontario 
414,Paolone Park,Paolone Park,Paolone Park,732 SEARS ST,Land,Park- Mini, ,4118.93465764,0.09455811,19147, , , ,12Nov2013,Vanessa Miller,PPR,,Paolone Park
415,Howard & Reed Park,Howard & Reed Park,Howard & Reed Park,105 REED ST,Land,Park- Mini, ,3790.59899216,0.08702053,19147, , , ,12Nov2013,Vanessa Miller,PPR,,Howard & Reed Park
416,Daly Park,Daly Park,Daly Park,1240 W SEDGELY AVE,Land,Park- Mini, ,3717.50279599,0.08534246,19133, , , ,12Nov2013,Vanessa Miller,PPR,,Daly Park
417,Beck Park,Beck Park,Beck Park,839 S 02ND ST,Land,Park- Mini, ,3235.42866885,0.07427552,19147, , , ,12Nov2013,Vanessa Miller,PPR,,Beck Park
418,Coxe Park,Coxe Park,Coxe Park,2132-34 CHERRY ST,Land,Park- Mini, ,3177.47339153,0.07294504,19103, , , ,12Nov2013,Vanessa Miller,PPR,,Coxe Park
419,Bringhurst Park,Bringhurst Park,Bringhurst Park,200 E BRINGHURST ST,Land,Park- Mini, ,2849.6623771,0.06541951,19144, , , ,12Nov2013,Vanessa Miller,PPR,,Bringhurst Park
420,Greble Post (War Memorial),Greble Post (War Memorial),Greble Post (War Memorial),1327 S 03RD ST,Land,Statue\Monument\Sculpture,Historic Structure,2176.7388216,0.04997125,19147, , , ,12Nov2013,Vanessa Miller,PPR,,
421,Jeanes & Rhawn War Memorial,Jeanes & Rhawn War Memorial,Jeanes & Rhawn War Memorial,501 RHAWN ST,Land,Statue\Monument\Sculpture,Historic Structure,2120.00720102,0.04866886,19111, , , ,12Nov2013,Vanessa Miller,PPR,,Jeanes & Rhawn War Memorial
422,18th and Jackson War Memorial,18th and Jackson War Memorial,18th and Jackson War Memorial,1800 W PASSYUNK AVE,Land,Statue\Monument\Sculpture,Historic Structure,1181.1860707,0.02711641,19145, , , ,12Nov2013,Vanessa Miller,PPR,,18th and Jackson War Memorial
423,22nd & Catherine Park,22nd & Catherine Park,22nd & Catherine Park,2200 CATHARINE ST,Land,Park- Mini, ,901.15868109,0.02068784,19146, , , ,12Nov2013,Vanessa Miller,PPR,,22nd & Catherine Park
424,Boone Park,Boone Park,Boone Park,4200 BOONE ST,Land,Park- Watershed\Conservation, ,75656.30509683,1.73683672,19128, , , ,12Nov2013,Vanessa Miller,PPR,,Boone Park
425,I-95 Park,I-95 Park,I-95 Park,,Land,Park- Linear\Parkway, ,612441.79180414,14.05978516,19147, ,1976, ,08Aug2014,Nora Dougherty,PPR,,I-95 Park
426,Pulaski Park,Pulaski Park,Pulaski Park,3001 E ALLEGHENY AVE,Land,Park- Mini, ,55752.61460637,1.27990904,19134, , , ,12Nov2013,Vanessa Miller,PPR,,Pulaski Park
427,Manton Street Park,Manton Street Park,Manton Street Park,405-11 MANTON ST,Land,Park- Mini, ,2945.49700802,0.06761958,19147, ,2012, ,12Nov2013,Vanessa Miller,Lessee/Tenants,Not Listed,Manton Street Park
428,Cecil B. Moore Recreation Center,Cecil B. Moore Recreation Center,Cecil B. Moore Recreation Center,2020-50 W LEHIGH AVE,Land,Recreation Center, ,93133.87089132,2.13806803,19132, , , ,26Jun2014,Nora Dougherty,PPR,,C.B. Moore 
429,Japanese Gardens,Japanese Gardens,West Fairmount Park,4301 LANSDOWNE DR,Land,Gardens,Regional\Watershed,45998.53955274,1.05598539,19131, , , ,12Nov2013,Vanessa Miller,Lessee/Tenants,Friends of the Japanese House and Garden,
430,61st & Cobbs Creek,61st & Cobbs Creek,Cobbs Creek Park,61st & COBBS CREEK,Land,Recreation Site, ,291411.40763242,6.68991215,19143, , , ,12Nov2013,Vanessa Miller,PPR,,61st & Cobbs Creek
431,Ashburn Field Dugout,Franklin D. Roosevelt Park,Franklin D. Roosevelt Park,3500 S Broad St,Building,Dugout,,471.09735226,0.01081495,19145, , ,,12Nov2013,Vanessa Miller,PPR,,
432,Rest Rooms,Franklin D. Roosevelt Park,Franklin D. Roosevelt Park,3500 S Broad St,Building,Restrooms,,755.50678715,0.01734412,19145, , ,,12Nov2013,Vanessa Miller,PPR,,
433,FDR Pool Concession Building,Franklin D. Roosevelt Park,Franklin D. Roosevelt Park,1605 FDR PKY,Building,Concessions\Retail\Cafe,,862.69385303,0.0198048,19145, , ,,12Nov2013,Vanessa Miller,PPR,,
434,FDR Pool Locker Room,Franklin D. Roosevelt Park,Franklin D. Roosevelt Park,1601 FDR PKY,Building,Multi-Use Bldg,Multi-Use Bldg,14310.75877111,0.32853113,19145, , ,,12Nov2013,Vanessa Miller,PPR,,
435,"District #7 Op and Maint HQ, FDR Park",Franklin D. Roosevelt Park,Franklin D. Roosevelt Park,1607 FDR PKY,Building,Garage\Maintenance\Storage Bldg,Historic Building,14230.27073745,0.32668337,19145, , ,,12Nov2013,Vanessa Miller,PPR,,
436,FDR  Park Boathouse,Franklin D. Roosevelt Park,Franklin D. Roosevelt Park,1900 FDR PKY,Building,Boathouse,Historic Building,9196.1471219,0.21111533,19145,Boat House Pavilion #09 FDR, ,,12Nov2013,Vanessa Miller,Lessee/Tenants,FPHPT Lease,
437,FDR Golf Course Clubhouse,Franklin D. Roosevelt Golf Course,Franklin D. Roosevelt Park,3500 S Broad St,Building,Multi-Use Bldg,Multi-Use Bldg,5301.38910491,0.12170363,19145, , ,,12Nov2013,Vanessa Miller,Lessee/Tenants,"Billy Casper Golf, LLC",
438,FDR Golf Course Maintenance and Car Barn,Franklin D. Roosevelt Golf Course,Franklin D. Roosevelt Park,3500 S Broad St,Building,Garage\Maintenance\Storage Bldg,,8447.68013325,0.19393283,19145, , ,,12Nov2013,Vanessa Miller,Lessee/Tenants,"Billy Casper Golf, LLC",
439,Bellaire Manor,Franklin D. Roosevelt Golf Course,Franklin D. Roosevelt Park,2000 PATTISON AVE,Building,Historic House,Historic Building,1136.81830444,0.02609786,19145, , ,,12Nov2013,Vanessa Miller,Lessee/Tenants,FPHPT Lease,Bellaire Manor
440,Bellaire Manor Bakehouse,Franklin D. Roosevelt Golf Course,Franklin D. Roosevelt Park,2000 PATTISON AVE,Building,Historic House,Historic Building,534.17045296,0.01226292,19145, , ,,12Nov2013,Vanessa Miller,Lessee/Tenants,FPHPT Lease,
441,FDR Park Police Building,Franklin D. Roosevelt Park,Franklin D. Roosevelt Park,1600 PATTISON AVE,Building,Multi-Use Bldg,Historic Building,17051.72111716,0.39145522,19145, , ,,12Nov2013,Vanessa Miller,PPR,,
442,American-Swedish Historical Museum,American-Swedish Historical Museum,Franklin D. Roosevelt Park,1900 PATTISON AVE,Building,Museum,Historic Building,10663.80507268,0.24480826,19145, , ,,12Nov2013,Vanessa Miller,Lessee/Tenants,American Swedish Historical Foundation,American-Swedish Historical Museum
443,Cibotti Recreation Center Building,Cibotti Recreation Center,Cibotti Recreation Center,2500 S 77TH ST,Building,Recreation Bldg,,3643.83040237,0.08365117,19153, , ,,12Nov2013,Vanessa Miller,PPR,,
444,James Finnegan Pool Building,James Finnegan Playground,James Finnegan Playground,6801 GROVERS AVE,Building,Garage\Maintenance\Storage Bldg,,2303.49123511,0.05288109,19142, , ,,12Nov2013,Vanessa Miller,PPR,,
445,James Finnegan Playground Building,James Finnegan Playground,James Finnegan Playground,6801 GROVERS AVE,Building,Recreation Bldg,,3397.68361876,0.0780004,19142, , ,,12Nov2013,Vanessa Miller,PPR,,
446,Barry Playground Building 2,Barry Playground,Barry Playground,1800 JOHNSTON ST,Building,Recreation Bldg,,890.16589846,0.02043548,19145, , ,,12Nov2013,Vanessa Miller,PPR,,
447,Blue Bell Tavern,Cobbs Creek Park,Cobbs Creek Park,7303 WOODLAND AVE,Building,Multi-Use Bldg,Historic Building,545.87230109,0.01253155,19142, , ,,12Nov2013,Vanessa Miller,Lessee/Tenants,FPHPT Lease-caretaker,Blue Bell Tavern
448,Barry Playground Building 1,Barry Playground,Barry Playground,1800 JOHNSTON ST,Building,Recreation Bldg,,2834.27829439,0.06506634,19145, , ,,12Nov2013,Vanessa Miller,PPR,,
449,Murphy Recreation Center Building,Murphy Recreation Center,Murphy Recreation Center,300 SHUNK ST,Building,Recreation Bldg,,10384.4361482,0.2383948,19148, , ,,12Nov2013,Vanessa Miller,PPR,,
450,Tenaglia Bocce Courts Building,Marconi Plaza,Marconi Plaza,2701 S BROAD ST,Building,Athletic,Multi-Use Bldg,2435.40065647,0.05590933,19148, , ,,12Nov2013,Vanessa Miller,Lessee/Tenants,Bocci Club,
451,Stephen Girard Smokehouse,Girard Estates Park ,Girard Estates Park ,2100 SHUNK ST,Building,Multi-Use Bldg,Multi-Use Bldg,370.11588599,0.00849673,19145, , ,,12Nov2013,Vanessa Miller,Lessee/Tenants,Dave Nelson caretaker,
452,The Place (Stephen Girard Farmhouse),Girard Estates Park ,Girard Estates Park ,2100 SHUNK ST,Building,Historic House,Multi-Use Bldg,2096.81545781,0.04813645,19145, , ,,19Dec2012,Vanessa Miller,Lessee/Tenants,Dave Nelson caretaker,
453,Stephen Girard Toilet Building,Girard Estates Park ,Girard Estates Park ,2100 SHUNK ST,Building,Garage\Maintenance\Storage Bldg,,423.16885156,0.00971466,19145, , ,,12Nov2013,Vanessa Miller,Lessee/Tenants,Dave Nelson caretaker,
454,Burke Playground Building,Burke Playground,Burke Playground,200 SNYDER AVE,Building,Recreation Bldg,,8089.4466495,0.18570888,19148, , ,,12Nov2013,Vanessa Miller,PPR,,
455,Guerin Recreation Center Building,Guerin Recreation Center,Guerin Recreation Center,2201 S 16TH ST,Building,Recreation Bldg,,15154.29113175,0.34789605,19145, , ,,12Nov2013,Vanessa Miller,PPR,,
456,Guerin Recreation Center Building 2,Guerin Recreation Center,Guerin Recreation Center,2201 S 16TH ST,Building,Recreation Bldg,,4935.52920503,0.11330461,19145, , ,,12Nov2013,Vanessa Miller,PPR,,
457,Ford P.A.L. Recreation Center Building,Ford Recreation Center,Ford Recreation Center,609-39 SNYDER AVE,Building,Recreation Bldg,,6105.98309334,0.14017464,19148, , ,,12Nov2013,Vanessa Miller,PPR,,
458,McCreesh Playground Building,McCreesh Playground,McCreesh Playground,6744 REGENT ST,Building,Recreation Bldg,,4222.29927895,0.09693104,19142, , ,,12Nov2013,Vanessa Miller,PPR,,
459,Smith Playground Building,Smith Playground,Smith Playground,2200 S 24TH ST,Building,Recreation Bldg,,15890.46721107,0.36479639,19145, , ,,12Nov2013,Vanessa Miller,PPR,,
460,East Passyunk Community Recreation Center Building,East Passyunk Community Recreation Center,East Passyunk Community Recreation Center,1025-33 MIFFLIN ST,Building,Recreation Bldg,,16161.1467668,0.37101036,19148, , ,,12Nov2013,Vanessa Miller,PPR,,
461,Dickinson Square Playground Building,Dickinson Square,Dickinson Square,1600 E MOYAMENSING AVE,Building,Recreation Bldg,,2069.16545633,0.04750169,19148, , ,,12Nov2013,Vanessa Miller,PPR,,
462,DiSilvestro Playground Building 3,DiSilvestro Playground,DiSilvestro Playground,1700 S BROAD ST,Building,Recreation Bldg,,2485.74177782,0.05706501,19145, , ,,12Nov2013,Vanessa Miller,PPR,,
463,DiSilvestro Playground Building 2,DiSilvestro Playground,DiSilvestro Playground,1700 S BROAD ST,Building,Recreation Bldg,,21175.23459135,0.48611844,19145, , ,,12Nov2013,Vanessa Miller,PPR,,
464,DiSilvestro Playground Building 1,DiSilvestro Playground,DiSilvestro Playground,1700 S BROAD ST,Building,Recreation Bldg,,7490.26448038,0.1719535,19145, , ,,12Nov2013,Vanessa Miller,PPR,,
465,Bartram's Garden Picnic Shelter,Bartram's Garden,Bartram's Garden,5477 BARTRAM RD,Building,Pavilion\Shelter,Historic Building,1184.02622691,0.02718161,19143, , ,,12Nov2013,Vanessa Miller,Lessee/Tenants,The John Bartram Assn.,
466,Vare Recreation Center Building,Vare Recreation Center,Vare Recreation Center,2600 MORRIS ST,Building,Recreation Bldg,Historic Building,13036.04504857,0.29926761,19145, , ,,12Nov2013,Vanessa Miller,PPR,,
467,John Bartram House,Bartram's Garden,Bartram's Garden,5443 BARTRAM RD,Building,Historic House,Historic Building,2045.48390757,0.04695804,19143, , ,,12Nov2013,Vanessa Miller,Lessee/Tenants,The John Bartram Assn.,John Bartram House
468,Bartram's Gardens Carriage House,Bartram's Garden,Bartram's Garden,5423 BARTRAM DR,Building,Historic House,Historic Building,2733.59472926,0.06275495,19143, , ,,12Nov2013,Vanessa Miller,Lessee/Tenants,The John Bartram Assn.,
469,Bartram's Gardens Gift Shop,Bartram's Garden,Bartram's Garden,5405 BARTRAM DR,Building,Multi-Use Bldg,Historic Building,1267.38957426,0.02909538,19143, , ,,12Nov2013,Vanessa Miller,Lessee/Tenants,The John Bartram Assn.,
470,South Philadelphia Older Adults Center Building,South Philadelphia Older Adults Center,South Philadelphia Older Adults Center,1430 E PASSYUNK AVE,Building,Older Adult Center,,10473.93276059,0.24044937,19147, , ,,12Nov2013,Vanessa Miller,PPR,,
471,Bartram's Gardens Barn,Bartram's Garden,Bartram's Garden,5401 BARTRAM DR,Building,Barn,Historic Building,1649.00305192,0.03785605,19143, , ,,12Nov2013,Vanessa Miller,Lessee/Tenants,The John Bartram Assn.,
472,Bartram's Garden Administrative Offices,Bartram's Garden,Bartram's Garden,5302 HARLEY AVE,Building,Multi-Use Bldg,Multi-Use Bldg,3392.86744112,0.07788983,19143, , ,,12Nov2013,Vanessa Miller,Lessee/Tenants,The John Bartram Assn.,
473,Bartrams Garden's Barn 1,Bartram's Garden,Bartram's Garden,5302 HARLEY AVE,Building,Barn,,1889.60412349,0.04337952,19143, , ,,12Nov2013,Vanessa Miller,Lessee/Tenants,The John Bartram Assn.,
474,Francis Myers Recreation Center,Francis Myers Recreation Center,Francis Myers Recreation Center,5800 CHESTER AVE,Building,Recreation Bldg,,19434.79045423,0.44616318,19143, , ,,12Nov2013,Vanessa Miller,PPR,,
